time_id,fecha_completa,anio,mes,mes_nombre,trimestre,semana,dia,dia_semana,dia_nombre,hora,turno
236,2024-06-10 18:00:00,2024,6,June,2,24,10,0,Monday,18,Noche
237,2024-04-23 12:00:00,2024,4,April,2,17,23,1,Tuesday,12,Mañana
238,2024-07-13 07:00:00,2024,7,July,3,28,13,5,Saturday,7,Mañana
239,2024-07-18 10:00:00,2024,7,July,3,29,18,3,Thursday,10,Mañana
240,2024-04-04 08:00:00,2024,4,April,2,14,4,3,Thursday,8,Mañana
241,2024-08-06 13:00:00,2024,8,August,3,32,6,1,Tuesday,13,Tarde
242,2024-11-23 09:00:00,2024,11,November,4,47,23,5,Saturday,9,Mañana
243,2024-11-04 08:00:00,2024,11,November,4,45,4,0,Monday,8,Mañana
244,2024-04-24 12:00:00,2024,4,April,2,17,24,2,Wednesday,12,Mañana
245,2024-12-14 14:00:00,2024,12,December,4,50,14,5,Saturday,14,Tarde
246,2024-11-16 16:00:00,2024,11,November,4,46,16,5,Saturday,16,Tarde
247,2024-10-03 08:00:00,2024,10,October,4,40,3,3,Thursday,8,Mañana
248,2024-08-07 08:00:00,2024,8,August,3,32,7,2,Wednesday,8,Mañana
249,2024-03-07 14:00:00,2024,3,March,1,10,7,3,Thursday,14,Tarde
250,2024-07-26 08:00:00,2024,7,July,3,30,26,4,Friday,8,Mañana
251,2024-09-29 13:00:00,2024,9,September,3,39,29,6,Sunday,13,Tarde
252,2024-06-18 10:00:00,2024,6,June,2,25,18,1,Tuesday,10,Mañana
253,2024-12-06 10:00:00,2024,12,December,4,49,6,4,Friday,10,Mañana
254,2024-07-07 15:00:00,2024,7,July,3,27,7,6,Sunday,15,Tarde
255,2024-07-28 07:00:00,2024,7,July,3,30,28,6,Sunday,7,Mañana
256,2024-07-28 08:00:00,2024,7,July,3,30,28,6,Sunday,8,Mañana
257,2024-03-07 08:00:00,2024,3,March,1,10,7,3,Thursday,8,Mañana
258,2024-04-18 13:00:00,2024,4,April,2,16,18,3,Thursday,13,Tarde
259,2024-12-25 18:00:00,2024,12,December,4,52,25,2,Wednesday,18,Noche
260,2024-05-08 10:00:00,2024,5,May,2,19,8,2,Wednesday,10,Mañana
261,2024-04-25 13:00:00,2024,4,April,2,17,25,3,Thursday,13,Tarde
262,2024-11-26 18:00:00,2024,11,November,4,48,26,1,Tuesday,18,Noche
263,2024-09-20 14:00:00,2024,9,September,3,38,20,4,Friday,14,Tarde
264,2024-07-19 10:00:00,2024,7,July,3,29,19,4,Friday,10,Mañana
265,2024-03-16 18:00:00,2024,3,March,1,11,16,5,Saturday,18,Noche
266,2024-09-03 17:00:00,2024,9,September,3,36,3,1,Tuesday,17,Tarde
267,2024-07-11 15:00:00,2024,7,July,3,28,11,3,Thursday,15,Tarde
268,2024-06-21 07:00:00,2024,6,June,2,25,21,4,Friday,7,Mañana
269,2024-05-23 09:00:00,2024,5,May,2,21,23,3,Thursday,9,Mañana
270,2024-06-28 10:00:00,2024,6,June,2,26,28,4,Friday,10,Mañana
271,2024-07-02 10:00:00,2024,7,July,3,27,2,1,Tuesday,10,Mañana
272,2024-08-30 08:00:00,2024,8,August,3,35,30,4,Friday,8,Mañana
273,2024-05-26 11:00:00,2024,5,May,2,21,26,6,Sunday,11,Mañana
274,2024-03-14 07:00:00,2024,3,March,1,11,14,3,Thursday,7,Mañana
275,2024-03-06 08:00:00,2024,3,March,1,10,6,2,Wednesday,8,Mañana
276,2024-06-29 12:00:00,2024,6,June,2,26,29,5,Saturday,12,Mañana
277,2024-03-22 11:00:00,2024,3,March,1,12,22,4,Friday,11,Mañana
278,2024-07-31 15:00:00,2024,7,July,3,31,31,2,Wednesday,15,Tarde
279,2024-03-03 10:00:00,2024,3,March,1,9,3,6,Sunday,10,Mañana
280,2024-09-19 11:00:00,2024,9,September,3,38,19,3,Thursday,11,Mañana
281,2024-09-28 16:00:00,2024,9,September,3,39,28,5,Saturday,16,Tarde
282,2024-10-06 16:00:00,2024,10,October,4,40,6,6,Sunday,16,Tarde
283,2024-12-24 17:00:00,2024,12,December,4,52,24,1,Tuesday,17,Tarde
284,2024-08-11 07:00:00,2024,8,August,3,32,11,6,Sunday,7,Mañana
285,2024-12-10 12:00:00,2024,12,December,4,50,10,1,Tuesday,12,Mañana
286,2024-09-30 18:00:00,2024,9,September,3,40,30,0,Monday,18,Noche
287,2024-08-31 18:00:00,2024,8,August,3,35,31,5,Saturday,18,Noche
288,2024-04-29 12:00:00,2024,4,April,2,18,29,0,Monday,12,Mañana
289,2024-06-23 10:00:00,2024,6,June,2,25,23,6,Sunday,10,Mañana
290,2024-09-29 18:00:00,2024,9,September,3,39,29,6,Sunday,18,Noche
291,2024-04-30 08:00:00,2024,4,April,2,18,30,1,Tuesday,8,Mañana
292,2024-08-16 09:00:00,2024,8,August,3,33,16,4,Friday,9,Mañana
293,2024-05-11 13:00:00,2024,5,May,2,19,11,5,Saturday,13,Tarde
294,2024-12-02 08:00:00,2024,12,December,4,49,2,0,Monday,8,Mañana
295,2024-11-14 16:00:00,2024,11,November,4,46,14,3,Thursday,16,Tarde
296,2024-11-28 08:00:00,2024,11,November,4,48,28,3,Thursday,8,Mañana
297,2024-08-09 15:00:00,2024,8,August,3,32,9,4,Friday,15,Tarde
298,2024-09-09 14:00:00,2024,9,September,3,37,9,0,Monday,14,Tarde
299,2024-04-27 16:00:00,2024,4,April,2,17,27,5,Saturday,16,Tarde
300,2024-08-03 18:00:00,2024,8,August,3,31,3,5,Saturday,18,Noche
301,2024-06-30 11:00:00,2024,6,June,2,26,30,6,Sunday,11,Mañana
302,2024-05-29 11:00:00,2024,5,May,2,22,29,2,Wednesday,11,Mañana
303,2024-06-24 14:00:00,2024,6,June,2,26,24,0,Monday,14,Tarde
304,2024-12-25 11:00:00,2024,12,December,4,52,25,2,Wednesday,11,Mañana
305,2024-07-24 08:00:00,2024,7,July,3,30,24,2,Wednesday,8,Mañana
306,2024-11-27 18:00:00,2024,11,November,4,48,27,2,Wednesday,18,Noche
307,2024-08-24 08:00:00,2024,8,August,3,34,24,5,Saturday,8,Mañana
308,2024-07-18 07:00:00,2024,7,July,3,29,18,3,Thursday,7,Mañana
309,2024-06-01 14:00:00,2024,6,June,2,22,1,5,Saturday,14,Tarde
310,2024-06-05 18:00:00,2024,6,June,2,23,5,2,Wednesday,18,Noche
311,2024-07-23 15:00:00,2024,7,July,3,30,23,1,Tuesday,15,Tarde
312,2024-06-23 18:00:00,2024,6,June,2,25,23,6,Sunday,18,Noche
313,2024-09-06 16:00:00,2024,9,September,3,36,6,4,Friday,16,Tarde
314,2024-03-08 17:00:00,2024,3,March,1,10,8,4,Friday,17,Tarde
315,2024-03-04 17:00:00,2024,3,March,1,10,4,0,Monday,17,Tarde
316,2024-10-15 11:00:00,2024,10,October,4,42,15,1,Tuesday,11,Mañana
317,2024-10-12 09:00:00,2024,10,October,4,41,12,5,Saturday,9,Mañana
318,2024-04-25 13:00:00,2024,4,April,2,17,25,3,Thursday,13,Tarde
319,2024-03-16 14:00:00,2024,3,March,1,11,16,5,Saturday,14,Tarde
320,2024-07-13 18:00:00,2024,7,July,3,28,13,5,Saturday,18,Noche
321,2024-08-15 15:00:00,2024,8,August,3,33,15,3,Thursday,15,Tarde
322,2024-07-15 07:00:00,2024,7,July,3,29,15,0,Monday,7,Mañana
323,2024-10-07 17:00:00,2024,10,October,4,41,7,0,Monday,17,Tarde
324,2024-11-19 16:00:00,2024,11,November,4,47,19,1,Tuesday,16,Tarde
325,2024-03-17 07:00:00,2024,3,March,1,11,17,6,Sunday,7,Mañana
326,2024-06-08 13:00:00,2024,6,June,2,23,8,5,Saturday,13,Tarde
327,2024-09-21 10:00:00,2024,9,September,3,38,21,5,Saturday,10,Mañana
328,2024-05-19 14:00:00,2024,5,May,2,20,19,6,Sunday,14,Tarde
329,2024-09-24 15:00:00,2024,9,September,3,39,24,1,Tuesday,15,Tarde
330,2024-10-08 09:00:00,2024,10,October,4,41,8,1,Tuesday,9,Mañana
331,2024-07-26 10:00:00,2024,7,July,3,30,26,4,Friday,10,Mañana
